区域,标题,总价,单价,位置,信息
成都,华润橡树湾B区 3室2厅 西北, 115万,"18,430元/平",华润橡树湾B区    -  橡树湾 ,3室2厅 | 62.4平米 | 西北 | 精装 | 中楼层(共34层) | 2013年建 | 板塔结合
成都,学府花园 3室2厅 东南, 190万,"12,873元/平",学府花园    -  川大 ,3室2厅 | 147.6平米 | 东南 | 简装 | 中楼层(共22层) | 2001年建 | 塔楼
成都,高升桥东路28号 4室2厅 西南, 102万,"8,865元/平",高升桥东路28号    -  高升桥 ,4室2厅 | 115.07平米 | 西南 | 简装 | 高楼层(共7层) | 2000年建 | 板楼
成都,上东阳光三期 3室2厅 南, 238万,"17,349元/平",上东阳光三期    -  洪河 ,3室2厅 | 137.19平米 | 南 | 精装 | 低楼层(共11层) | 2009年建 | 塔楼
成都,富力山水人家 3室2厅 东南, 90万,"10,232元/平",富力山水人家    -  龙泉驿城区 ,3室2厅 | 87.96平米 | 东南 | 简装 | 中楼层(共9层)  | 板楼
成都,城投东庐 2室1厅 东南, ,"参考价:15,993元/平",城投东庐    -  万年场 ,2室1厅 | 74.59平米 | 东南 | 简装 | 高楼层(共27层)  | 塔楼
成都,城投东庐 3室2厅 西, ,"参考价:15,993元/平",城投东庐    -  万年场 ,3室2厅 | 88.85平米 | 西 | 简装 | 低楼层(共29层) | 2013年建 | 塔楼
成都,黄金时代(永丰路) 3室1厅 西北, 189万,"15,562元/平",黄金时代(永丰路)    -  衣冠庙 ,3室1厅 | 121.45平米 | 西北 | 简装 | 低楼层(共11层) | 2004年建 | 塔楼
成都,城投东庐 3室1厅 南, ,"参考价:15,993元/平",城投东庐    -  万年场 ,3室1厅 | 89.54平米 | 南 | 毛坯 | 高楼层(共33层) | 2014年建 | 塔楼
成都,摩玛城 4室2厅 北, 266万,"20,711元/平",摩玛城    -  三官堂 ,4室2厅 | 128.44平米 | 北 | 毛坯 | 高楼层(共34层) | 2011年建 | 板塔结合
成都,金沙鹭岛二期 4室2厅 东北, ,"参考价:26,005元/平",金沙鹭岛二期    -  金沙 ,4室2厅 | 151.7平米 | 东北 | 精装 | 低楼层(共26层) | 2012年建 | 塔楼
成都,海亮樾金沙 3室2厅 西, 280万,"26,319元/平",海亮樾金沙    -  外金沙 ,3室2厅 | 106.39平米 | 西 | 精装 | 高楼层(共22层) | 2016年建 | 板塔结合
成都,红湖公园城 3室2厅 南, 118万,"10,700元/平",红湖公园城    -  大丰 ,3室2厅 | 110.29平米 | 南 | 精装 | 高楼层(共26层) | 2013年建 | 板塔结合
成都,光华馨地 3室2厅 东南, 182万,"19,305元/平",光华馨地    -  西南财大 ,3室2厅 | 94.28平米 | 东南 | 精装 | 低楼层(共11层) | 2006年建 | 板塔结合
成都,蜀都花园 3室2厅 东北, 193万,"17,527元/平",蜀都花园    -  水碾河 ,3室2厅 | 110.12平米 | 东北 | 精装 | 高楼层(共18层) | 2003年建 | 塔楼
成都,置信丽公馆 3室2厅 南 北, 68万,"7,870元/平",置信丽公馆    -  彭州 ,3室2厅 | 86.41平米 | 南 北 | 精装 | 高楼层(共31层) | 2016年建 | 板塔结合
成都,万科金域西岭 3室2厅 西南, ,"参考价:16,380元/平",万科金域西岭    -  国宾 ,3室2厅 | 129.65平米 | 西南 | 精装 | 低楼层(共33层) | 2012年建 | 板塔结合
成都,蓝光SOFA社区 2室1厅 北, 186.8万,"23,444元/平",蓝光SOFA社区    -  外光华 ,2室1厅 | 79.68平米 | 北 | 精装 | 高楼层(共20层) | 2011年建 | 塔楼
成都,清溪雅筑 3室1厅 南 北, 160万,"17,982元/平",清溪雅筑    -  万家湾 ,3室1厅 | 88.98平米 | 南 北 | 精装 | 低楼层(共18层) | 2012年建 | 塔楼
成都,观凤新区东苑 3室1厅 南, 59万,"6,468元/平",观凤新区东苑    -  都江堰 ,3室1厅 | 91.23平米 | 南 | 毛坯 | 高楼层(共6层) | 2006年建 | 板楼
成都,瀚城国际 3室2厅 东南, ,"参考价:7,016元/平",瀚城国际    -  青白江 ,3室2厅 | 84.12平米 | 东南 | 精装 | 中楼层(共30层) | 2013年建 | 塔楼
成都,华西花园一期 2室1厅 南, 109万,"13,622元/平",华西花园一期    -  万年场 ,2室1厅 | 80.02平米 | 南 | 精装 | 中楼层(共6层) | 2010年建 | 板楼
成都,会所金澜苑 3室1厅 东南, ,"参考价:17,608元/平",会所金澜苑    -  五大花园 ,3室1厅 | 87.39平米 | 东南 | 精装 | 低楼层(共17层)  | 塔楼
成都,北京城建龙樾湾 3室1厅 北, ,"参考价:14,432元/平",北京城建龙樾湾    -  蛟龙港 ,3室1厅 | 84.66平米 | 北 | 精装 | 中楼层(共38层) | 2014年建 | 板塔结合
成都,翡翠城四期 3室2厅 东北, ,"参考价:25,021元/平",翡翠城四期    -  东湖 ,3室2厅 | 86.96平米 | 东北 | 精装 | 低楼层(共30层) | 2009年建 | 塔楼
成都,万科金色领域 3室2厅 南, 240万,"28,252元/平",万科金色领域    -  万家湾 ,3室2厅 | 84.95平米 | 南 | 精装 | 中楼层(共24层) | 2012年建 | 板塔结合
成都,泊景湾 3室1厅 南, 300万,"25,823元/平",泊景湾    -  龙湾 ,3室1厅 | 116.18平米 | 南 | 精装 | 高楼层(共18层) | 2008年建 | 板楼
成都,首创国际城一期 2室1厅 东南, ,"参考价:18,426元/平",首创国际城一期    -  成渝立交 ,2室1厅 | 61.29平米 | 东南 | 精装 | 高楼层(共34层) | 2010年建 | 塔楼
成都,保利梧桐语 3室2厅 西南, 168万,"19,063元/平",保利梧桐语    -  高家庄 ,3室2厅 | 88.13平米 | 西南 | 精装 | 低楼层(共15层) | 2014年建 | 板塔结合
成都,西岸观邸 3室2厅 北, ,"参考价:16,432元/平",西岸观邸    -  国宾 ,3室2厅 | 117.27平米 | 北 | 简装 | 高楼层(共30层) | 2013年建 | 板塔结合
成都,水木光华 3室1厅 西南, 214万,"21,558元/平",水木光华    -  西南财大 ,3室1厅 | 99.27平米 | 西南 | 精装 | 中楼层(共6层) | 2004年建 | 板塔结合
成都,誉府仕家 3室1厅 西北 北, 72万,"9,521元/平",誉府仕家    -  青白江 ,3室1厅 | 75.63平米 | 西北 北 | 精装 | 低楼层(共26层)  | 板塔结合
成都,顶峰水岸汇景 3室2厅 西南, 366万,"24,860元/平",顶峰水岸汇景    -  营门口 ,3室2厅 | 147.23平米 | 西南 | 毛坯 | 中楼层(共32层) | 2008年建 | 塔楼
成都,领地海纳时代 3室1厅 东南, 130万,"18,313元/平",领地海纳时代    -  动物园 ,3室1厅 | 70.99平米 | 东南 | 简装 | 中楼层(共29层)  | 板塔结合
成都,远大都市风景一期 3室2厅 东南, 350万,"22,003元/平",远大都市风景一期    -  远大 ,3室2厅 | 159.07平米 | 东南 | 毛坯 | 中楼层(共5层) | 2006年建 | 板楼
成都,香槟城 2室1厅 西南, 92.5万,"14,920元/平",香槟城    -  十陵 ,2室1厅 | 62平米 | 西南 | 精装 | 中楼层(共32层) | 2016年建 | 板塔结合
成都,绿地468云玺四期 3室2厅 东南, ,"参考价:22,589元/平",绿地468云玺四期    -  三圣乡 ,3室2厅 | 107.73平米 | 东南 | 精装 | 低楼层(共39层) | 2015年建 | 板塔结合
成都,远大林语城南庭 3室1厅 东, ,"参考价:16,201元/平",远大林语城南庭    -  蛟龙港 ,3室1厅 | 71.76平米 | 东 | 精装 | 中楼层(共12层) | 2017年建 | 板塔结合
成都,佳兆业丽晶港 4室2厅 东南, ,"参考价:15,034元/平",佳兆业丽晶港    -  珠江新城 ,4室2厅 | 124.67平米 | 东南 | 精装 | 中楼层(共33层) | 2012年建 | 板塔结合
成都,傲城 3室2厅 东南, ,"参考价:13,808元/平",傲城    -  犀浦 ,3室2厅 | 98.4平米 | 东南 | 精装 | 高楼层(共31层) | 2015年建 | 塔楼
成都,超洋花园 2室1厅 西北, 145万,"18,137元/平",超洋花园    -  衣冠庙 ,2室1厅 | 79.95平米 | 西北 | 精装 | 高楼层(共11层) | 2004年建 | 板塔结合
成都,佳兆业君汇上品 3室2厅 南, ,"参考价:18,519元/平",佳兆业君汇上品    -  南湖 ,3室2厅 | 89.25平米 | 南 | 精装 | 低楼层(共33层) | 2013年建 | 板塔结合
成都,水电五局红缨小区 3室1厅 东 西, 95万,"8,328元/平",水电五局红缨小区    -  航空港 ,3室1厅 | 114.08平米 | 东 西 | 毛坯 | 中楼层(共7层) | 2015年建 | 板楼
成都,蓝润华府春天 3室1厅 西北, 131万,"17,556元/平",蓝润华府春天    -  文星镇 ,3室1厅 | 74.62平米 | 西北 | 精装 | 高楼层(共17层) | 2016年建 | 塔楼
成都,西班牙森林二期 3室2厅 东, 159.8万,"13,527元/平",西班牙森林二期    -  光华大道沿线 ,3室2厅 | 118.14平米 | 东 | 精装 | 中楼层(共27层) | 2014年建 | 板塔结合
成都,西南电力设计院小区 2室1厅 南, 102万,"11,659元/平",西南电力设计院小区    -  猛追湾 ,2室1厅 | 87.49平米 | 南 | 简装 | 低楼层(共3层)  | 板楼
成都,保利金香槟 3室1厅 东南, 248万,"23,876元/平",保利金香槟    -  外金沙 ,3室1厅 | 103.87平米 | 东南 | 精装 | 低楼层(共18层) | 2012年建 | 板塔结合
成都,光华碧邻 3室2厅 西南, 208万,"22,785元/平",光华碧邻    -  外光华 ,3室2厅 | 91.29平米 | 西南 | 精装 | 中楼层(共21层) | 2013年建 | 塔楼
成都,清水路苑 2室2厅 南 北, 136万,"16,249元/平",清水路苑    -  外金沙 ,2室2厅 | 83.7平米 | 南 北 | 精装 | 高楼层(共18层) | 2012年建 | 板塔结合
成都,保利玫瑰花语 3室2厅 东南, ,"参考价:16,046元/平",保利玫瑰花语    -  大面 ,3室2厅 | 78.29平米 | 东南 | 简装 | 中楼层(共25层) | 2016年建 | 板楼
成都,置信逸都D区 3室2厅 东南, 120万,"11,392元/平",置信逸都D区    -  郫县万达 ,3室2厅 | 105.34平米 | 东南 | 精装 | 高楼层(共33层) | 2014年建 | 板塔结合
成都,光华揽胜 3室1厅 西, ,"参考价:26,019元/平",光华揽胜    -  光华泡小 ,3室1厅 | 71.8平米 | 西 | 精装 | 中楼层(共34层) | 2010年建 | 塔楼
成都,天际首府 3室2厅 东, 155万,"16,892元/平",天际首府    -  草金立交 ,3室2厅 | 91.76平米 | 东 | 简装 | 高楼层(共13层) | 2012年建 | 塔楼
成都,饮马河街36号 3室1厅 东南, 106万,"16,258元/平",饮马河街36号    -  八宝街 ,3室1厅 | 65.2平米 | 东南 | 简装 | 中楼层(共7层) | 1998年建 | 板楼
成都,北大资源公园1898 3室2厅 北, ,"参考价:14,657元/平",北大资源公园1898    -  东升镇 ,3室2厅 | 103.97平米 | 北 | 精装 | 中楼层(共15层) | 2017年建 | 板塔结合
成都,中铁丽景书香 3室1厅 西南, 103万,"14,398元/平",中铁丽景书香    -  温江大学城 ,3室1厅 | 71.54平米 | 西南 | 简装 | 低楼层(共33层) | 2016年建 | 板塔结合
成都,华润二十四城四期 3室2厅 东北, ,"参考价:26,095元/平",华润二十四城四期    -  万象城 ,3室2厅 | 89平米 | 东北 | 精装 | 中楼层(共29层) | 2013年建 | 板塔结合
成都,海上海南苑 3室1厅 西北, ,"参考价:19,242元/平",海上海南苑    -  成渝立交 ,3室1厅 | 92.63平米 | 西北 | 精装 | 中楼层(共25层) | 2015年建 | 塔楼
成都,长城半岛城邦二期 5室1厅 东南, ,"参考价:29,943元/平",长城半岛城邦二期    -  天府长城 ,5室1厅 | 161.67平米 | 东南 | 毛坯 | 高楼层(共33层) | 2012年建 | 板塔结合
成都,长融一代天骄 2室2厅 南 北, 120万,"14,628元/平",长融一代天骄    -  万年场 ,2室2厅 | 82.04平米 | 南 北 | 简装 | 低楼层(共11层) | 2007年建 | 板塔结合
成都,绿地国际花都一期 3室2厅 西南, 102万,"11,425元/平",绿地国际花都一期    -  郫县城区 ,3室2厅 | 89.28平米 | 西南 | 毛坯 | 低楼层(共31层) | 2015年建 | 塔楼
成都,保利紫荆花语 4室1厅 南, 136万,"11,522元/平",保利紫荆花语    -  保利公园 ,4室1厅 | 118.04平米 | 南 | 精装 | 低楼层(共33层) | 2014年建 | 板塔结合
成都,世茂城四期 3室2厅 东 东南, ,"参考价:16,252元/平",世茂城四期    -  大面 ,3室2厅 | 80.83平米 | 东 东南 | 精装 | 中楼层(共25层) | 2016年建 | 塔楼
成都,龙城国际四期 3室1厅 东南 南 西南, ,"参考价:10,933元/平",龙城国际四期    -  橡树湾 ,3室1厅 | 91.46平米 | 东南 南 西南 | 精装 | 低楼层(共32层)  | 板塔结合
成都,成都花园上城 3室2厅 南 北, ,"参考价:21,063元/平",成都花园上城    -  西南财大 ,3室2厅 | 134平米 | 南 北 | 简装 | 低楼层(共22层) | 2009年建 | 板塔结合
成都,香山苑 3室1厅 西南, 142万,"15,794元/平",香山苑    -  金牛万达 ,3室1厅 | 89.91平米 | 西南 | 精装 | 低楼层(共23层) | 2007年建 | 板楼
成都,中华名园二期 2室1厅 东北, ,"参考价:15,277元/平",中华名园二期    -  武侯立交 ,2室1厅 | 88.12平米 | 东北 | 精装 | 中楼层(共16层) | 2009年建 | 板楼
成都,弗客城 3室2厅 东北, 136万,"15,251元/平",弗客城    -  航空港 ,3室2厅 | 89.18平米 | 东北 | 精装 | 中楼层(共20层) | 2011年建 | 板塔结合
成都,电建地产美立方 3室1厅 东南, 138万,"18,599元/平",电建地产美立方    -  理工大 ,3室1厅 | 74.2平米 | 东南 | 简装 | 中楼层(共34层)  | 塔楼
成都,南湖国际社区 2室1厅 东北, ,"参考价:18,728元/平",南湖国际社区    -  南湖 ,2室1厅 | 73.98平米 | 东北 | 简装 | 高楼层(共34层) | 2012年建 | 板塔结合
成都,逸都国际 2室2厅 东, ,"参考价:20,430元/平",逸都国际    -  大源 ,2室2厅 | 88.07平米 | 东 | 简装 | 中楼层(共24层) | 2011年建 | 塔楼
成都,泛悦城市广场 2室1厅 南, 132万,"19,823元/平",泛悦城市广场    -  驷马桥 ,2室1厅 | 66.59平米 | 南 | 精装 | 低楼层(共32层) | 2017年建 | 塔楼
成都,弗客城 3室2厅 东北, 136万,"15,251元/平",弗客城    -  航空港 ,3室2厅 | 89.18平米 | 东北 | 精装 | 中楼层(共20层) | 2011年建 | 板塔结合
成都,滨江和城 3室2厅 北 东北, ,"参考价:19,426元/平",滨江和城    -  麓山 ,3室2厅 | 67.86平米 | 北 东北 | 精装 | 中楼层(共34层) | 2018年建 | 塔楼
成都,宁江社区 2室1厅 南, 62万,"9,466元/平",宁江社区    -  十陵 ,2室1厅 | 65.5平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据
成都,兴元丽都 3室1厅 西南, 158万,"16,516元/平",兴元丽都    -  新北 ,3室1厅 | 95.67平米 | 西南 | 简装 | 中楼层(共13层) | 2007年建 | 板楼
成都,首创国际城二期 3室2厅 南, ,"参考价:18,353元/平",首创国际城二期    -  成渝立交 ,3室2厅 | 87.83平米 | 南 | 精装 | 中楼层(共34层) | 2011年建 | 塔楼
成都,蓝光凯丽美域 2室2厅 东南, ,"参考价:26,583元/平",蓝光凯丽美域    -  金沙 ,2室2厅 | 70.34平米 | 东南 | 精装 | 低楼层(共31层) | 2010年建 | 塔楼
成都,园中园西苑 2室2厅 南, 89万,"10,845元/平",园中园西苑    -  五大花园 ,2室2厅 | 82.07平米 | 南 | 精装 | 低楼层(共7层) | 2000年建 | 板塔结合
成都,心愿花园二期 1室1厅 东南, 43万,"8,963元/平",心愿花园二期    -  外光华 ,1室1厅 | 47.98平米 | 东南 | 毛坯 | 中楼层(共11层)  | 塔楼
成都,春天大道 3室2厅 南, ,"参考价:14,775元/平",春天大道    -  光华大道沿线 ,3室2厅 | 132.84平米 | 南 | 简装 | 中楼层(共24层) | 2009年建 | 板塔结合
成都,清水河畔 1室1厅 南, 74万,"14,780元/平",清水河畔    -  外金沙 ,1室1厅 | 50.07平米 | 南 | 精装 | 高楼层(共23层) | 2008年建 | 板塔结合
成都,海骏达蜀都1号一期北区 3室2厅 东南, ,"参考价:12,529元/平",海骏达蜀都1号一期北区    -  郫县城区 ,3室2厅 | 89.19平米 | 东南 | 精装 | 中楼层(共25层) | 2013年建 | 塔楼
成都,中海新华府 3室1厅 北, 215万,"27,113元/平",中海新华府    -  新华公园 ,3室1厅 | 79.3平米 | 北 | 精装 | 低楼层(共40层) | 2015年建 | 板塔结合
成都,盛世名城 2室1厅 东南, ,"参考价:13,437元/平",盛世名城    -  大丰 ,2室1厅 | 67.36平米 | 东南 | 简装 | 高楼层(共21层) | 2014年建 | 塔楼
成都,芙蓉田园 2室2厅 东南, 74万,"8,900元/平",芙蓉田园    -  芙蓉古城 ,2室2厅 | 83.15平米 | 东南 | 简装 | 高楼层(共26层)  | 塔楼
成都,和信孔雀天成 3室2厅 东南, 165.5万,"13,829元/平",和信孔雀天成    -  温江新城 ,3室2厅 | 119.68平米 | 东南 | 精装 | 低楼层(共33层) | 2015年建 | 板塔结合
成都,华西花园二期 1室1厅 南, 80万,"14,725元/平",华西花园二期    -  万年场 ,1室1厅 | 54.33平米 | 南 | 简装 | 中楼层(共34层) | 2011年建 | 板塔结合
成都,蓝光圣菲town城 3室1厅 南, ,"参考价:15,195元/平",蓝光圣菲town城    -  航空港 ,3室1厅 | 88.05平米 | 南 | 简装 | 高楼层(共22层) | 2009年建 | 板塔结合
成都,欧洲印象 3室2厅 北, ,"参考价:15,843元/平",欧洲印象    -  航空港 ,3室2厅 | 72.13平米 | 北 | 精装 | 中楼层(共22层) | 2012年建 | 塔楼
成都,兴能花园 2室2厅 南, 45万,"5,358元/平",兴能花园    -  温江老城 ,2室2厅 | 84平米 | 南 | 简装 | 中楼层(共6层)  | 板塔结合
成都,金壕雅庭 2室1厅 东南, 71万,"11,060元/平",金壕雅庭    -  郫县城区 ,2室1厅 | 64.2平米 | 东南 | 精装 | 高楼层(共33层)  | 板楼
成都,蓝光coco国际一期 3室1厅 西南, 131万,"20,151元/平",蓝光coco国际一期    -  动物园 ,3室1厅 | 65.01平米 | 西南 | 精装 | 高楼层(共38层) | 2016年建 | 板塔结合
成都,金沙鹭岛二期 4室2厅 东北, ,"参考价:26,005元/平",金沙鹭岛二期    -  金沙 ,4室2厅 | 148.72平米 | 东北 | 精装 | 低楼层(共26层) | 2012年建 | 板楼
成都,家益庭园 2室1厅 南, 130万,"14,490元/平",家益庭园    -  华府 ,2室1厅 | 89.72平米 | 南 | 精装 | 中楼层(共6层)  | 板楼
成都,神仙树大院一期 3室1厅 西南, 325万,"26,620元/平",神仙树大院一期    -  神仙树 ,3室1厅 | 122.09平米 | 西南 | 简装 | 高楼层(共17层) | 2006年建 | 板楼
成都,驿都城 3室1厅 西南, ,"参考价:15,086元/平",驿都城    -  龙泉驿城区 ,3室1厅 | 78.39平米 | 西南 | 精装 | 中楼层(共32层) | 2016年建 | 塔楼
成都,绿地468公馆一期 2室2厅 西北, 184万,"23,872元/平",绿地468公馆一期    -  三圣乡 ,2室2厅 | 77.08平米 | 西北 | 毛坯 | 高楼层(共25层) | 2015年建 | 板塔结合
成都,五福佳苑 1室1厅 南 东南, 65.2万,"13,499元/平",五福佳苑    -  金府 ,1室1厅 | 48.3平米 | 南 东南 | 简装 | 高楼层(共18层)  | 塔楼
成都,东方丽苑 2室1厅 东, 95.8万,"13,848元/平",东方丽苑    -  龙潭寺 ,2室1厅 | 69.18平米 | 东 | 简装 | 高楼层(共29层)  | 板塔结合
成都,华邑阳光里 3室1厅 东, ,"参考价:14,661元/平",华邑阳光里    -  犀浦 ,3室1厅 | 85.21平米 | 东 | 精装 | 低楼层(共30层) | 2015年建 | 板塔结合
成都,民生新干线 3室2厅 南 东北, ,"参考价:11,767元/平",民生新干线    -  大丰 ,3室2厅 | 90.49平米 | 南 东北 | 精装 | 高楼层(共17层) | 2016年建 | 板楼
成都,广东街157号 2室1厅 东南, 45万,"8,703元/平",广东街157号    -  锦江生态带 ,2室1厅 | 51.71平米 | 东南 | 简装 | 高楼层(共5层)  | 暂无数据
成都,蓝光圣菲town城 2室1厅 南, ,"参考价:15,195元/平",蓝光圣菲town城    -  航空港 ,2室1厅 | 77.89平米 | 南 | 精装 | 中楼层(共23层) | 2009年建 | 板塔结合
成都,蓝润锦江春天 2室2厅 西南, 120万,"21,983元/平",蓝润锦江春天    -  三圣乡 ,2室2厅 | 54.59平米 | 西南 | 精装 | 中楼层(共18层) | 2016年建 | 板塔结合
成都,锦丽华庭 3室2厅 南 北, 150万,"14,034元/平",锦丽华庭    -  文星镇 ,3室2厅 | 106.89平米 | 南 北 | 简装 | 高楼层(共17层) | 2012年建 | 板楼
